index,image_link,group_id,entity_name
38716,https://m.media-amazon.com/images/I/51JgNzcQCyL.jpg,705304,item_weight
69335,https://m.media-amazon.com/images/I/51r5ah1liyL.jpg,411423,item_weight
69339,https://m.media-amazon.com/images/I/51r5geI64wL.jpg,297918,item_weight
23359,https://m.media-amazon.com/images/I/512sMy8y9IL.jpg,462757,item_weight
28725,https://m.media-amazon.com/images/I/518iobVY9oL.jpg,254046,item_weight
60060,https://m.media-amazon.com/images/I/51h-J+hk7LL.jpg,281678,item_weight
43352,https://m.media-amazon.com/images/I/51Og3Mhgh-L.jpg,279307,item_weight
25642,https://m.media-amazon.com/images/I/515NsS0i-2L.jpg,524635,item_weight
53915,https://m.media-amazon.com/images/I/51aESb0Mg1L.jpg,628971,item_weight
60069,https://m.media-amazon.com/images/I/51h0oE4Au4L.jpg,628971,item_weight
43366,https://m.media-amazon.com/images/I/51OgtXXrhjL.jpg,219211,item_weight
28726,https://m.media-amazon.com/images/I/518iqrP5F5L.jpg,635528,item_weight
27703,https://m.media-amazon.com/images/I/517excP2DdL.jpg,709627,item_weight
76763,https://m.media-amazon.com/images/I/51zOVz40LqL.jpg,648011,item_weight
33764,https://m.media-amazon.com/images/I/51E8Q2+sbCL.jpg,355666,item_weight
31456,https://m.media-amazon.com/images/I/51BgBFgVeFL.jpg,281678,item_weight
60142,https://m.media-amazon.com/images/I/51h7FfZV9hL.jpg,281678,item_weight
43434,https://m.media-amazon.com/images/I/51OoCUfjgdL.jpg,130591,item_weight
66275,https://m.media-amazon.com/images/I/51nogx0OivL.jpg,939587,item_weight
38630,https://m.media-amazon.com/images/I/51Jc6z1FGpL.jpg,957185,item_weight
53820,https://m.media-amazon.com/images/I/51a8lLm1BEL.jpg,558374,item_weight
23317,https://m.media-amazon.com/images/I/512puyVnsIL.jpg,853009,item_weight
43442,https://m.media-amazon.com/images/I/51OoTGeBnLL.jpg,556959,item_weight
66273,https://m.media-amazon.com/images/I/51noODKFT3L.jpg,219211,item_weight
69385,https://m.media-amazon.com/images/I/51r8QSX4sVL.jpg,569206,item_weight
31429,https://m.media-amazon.com/images/I/51BegqGv+cL.jpg,748919,item_weight
53813,https://m.media-amazon.com/images/I/51a8CpWQ1uL.jpg,641642,item_weight
27685,https://m.media-amazon.com/images/I/517dyCVRe4L.jpg,279307,item_weight
25668,https://m.media-amazon.com/images/I/515PYblX1ML.jpg,926285,item_weight
69393,https://m.media-amazon.com/images/I/51r8jF6nCFL.jpg,489118,item_weight
31417,https://m.media-amazon.com/images/I/51BdoM90EkL.jpg,569206,item_weight
53809,https://m.media-amazon.com/images/I/51a826jMsAL.jpg,641642,item_weight
60173,https://m.media-amazon.com/images/I/51h8i6Kia1L.jpg,254046,item_weight
79473,https://m.media-amazon.com/images/I/61-M6ddpKZL.jpg,872083,item_weight
33773,https://m.media-amazon.com/images/I/51E9DThNnzL.jpg,978900,item_weight
38646,https://m.media-amazon.com/images/I/51Jctta9zgL.jpg,675012,item_weight
31440,https://m.media-amazon.com/images/I/51BfGl9KUFL.jpg,489118,item_weight
38648,https://m.media-amazon.com/images/I/51Jcv5JN-TL.jpg,308856,item_weight
31454,https://m.media-amazon.com/images/I/51Bg2AdT-nL.jpg,939587,item_weight
60105,https://m.media-amazon.com/images/I/51h3MKijK3L.jpg,908443,item_weight
43404,https://m.media-amazon.com/images/I/51OkZVeVlUL.jpg,489118,item_weight
53863,https://m.media-amazon.com/images/I/51aB25UbKSL.jpg,152057,item_weight
43408,https://m.media-amazon.com/images/I/51OlDAh7vdL.jpg,507467,item_weight
27698,https://m.media-amazon.com/images/I/517el70+OpL.jpg,558374,item_weight
60116,https://m.media-amazon.com/images/I/51h3luYcZWL.jpg,628971,item_weight
66282,https://m.media-amazon.com/images/I/51npYhyXuiL.jpg,297918,item_weight
31444,https://m.media-amazon.com/images/I/51Bfd31s75L.jpg,731432,item_weight
38665,https://m.media-amazon.com/images/I/51JdVw2zSVS.jpg,941694,item_weight
53847,https://m.media-amazon.com/images/I/51aA+Z-lAnL.jpg,952353,item_weight
38661,https://m.media-amazon.com/images/I/51JdDP5LD7L.jpg,276700,item_weight
60125,https://m.media-amazon.com/images/I/51h50tMUdjL.jpg,630390,item_weight
53842,https://m.media-amazon.com/images/I/51a9yJPZHdL.jpg,907907,item_weight
69378,https://m.media-amazon.com/images/I/51r8--p3OlL.jpg,169969,item_weight
60133,https://m.media-amazon.com/images/I/51h666v9J+L.jpg,120569,item_weight
53836,https://m.media-amazon.com/images/I/51a9pvjoImS.jpg,254046,item_weight
53833,https://m.media-amazon.com/images/I/51a9RsDYWgL.jpg,941694,item_weight
76752,https://m.media-amazon.com/images/I/51zO5LDU1dL.jpg,872083,item_weight
23246,https://m.media-amazon.com/images/I/512leICfATL.jpg,675012,item_weight
23245,https://m.media-amazon.com/images/I/512le8BzkNS.jpg,272691,item_weight
38492,https://m.media-amazon.com/images/I/51JRGxsabvL.jpg,297918,item_weight
69508,https://m.media-amazon.com/images/I/51rGSqr-IVL.jpg,605736,item_weight
69636,https://m.media-amazon.com/images/I/51rPou9FS5L.jpg,639090,item_weight
53383,https://m.media-amazon.com/images/I/51ZfsM9ADzL.jpg,411423,item_weight
69640,https://m.media-amazon.com/images/I/51rQ4FBnPvL.jpg,993359,item_weight
53381,https://m.media-amazon.com/images/I/51ZfnDk9LkL.jpg,219211,item_weight
31226,https://m.media-amazon.com/images/I/51BRqj6gf6L.jpg,411423,item_weight
60556,https://m.media-amazon.com/images/I/51hZFwLdqOS.jpg,407921,item_weight
53375,https://m.media-amazon.com/images/I/51Zf4gPuuSL.jpg,866950,item_weight
38291,https://m.media-amazon.com/images/I/51JEWhvVX4S.jpg,884560,item_weight
43774,https://m.media-amazon.com/images/I/51P7EXF0nWL.jpg,120569,item_weight
25781,https://m.media-amazon.com/images/I/515X-8QY04L.jpg,641642,item_weight
43790,https://m.media-amazon.com/images/I/51P8naiY75L.jpg,373285,item_weight
60578,https://m.media-amazon.com/images/I/51hb8zUlHoL.jpg,993359,item_weight
38280,https://m.media-amazon.com/images/I/51JDq6UvqVS.jpg,639090,item_weight
33954,https://m.media-amazon.com/images/I/51ELUXbnjHL.jpg,279307,item_weight
33963,https://m.media-amazon.com/images/I/51EMDHzc8nL.jpg,639090,item_weight
43802,https://m.media-amazon.com/images/I/51P9quT+doS.jpg,611510,item_weight
69647,https://m.media-amazon.com/images/I/51rQQG0ETqL.jpg,186035,item_weight
69648,https://m.media-amazon.com/images/I/51rQRw33TFL.jpg,365637,item_weight
60575,https://m.media-amazon.com/images/I/51hazlQToHL.jpg,860821,item_weight
